company,year,quarter,highlight_type,speaker,text,relevance_score,role_bucket,role,quote,score
Meta Platforms,2020,2,Strategic_Announcement,Unknown,"Maybe two, if I can, in terms of what you want to accomplish on e-commerce for the platform broadly over the medium to longterm, what are the key investments and sort of launch initiatives we should be looking for from the outside in that are still part of the building blocks to accomplish sort of the announcement around Facebook shops and all the excitement about bringing more and more merchants and sellers on the p",4.0,OTHER,,"Maybe two, if I can, in terms of what you want to accomplish on e-commerce for the platform broadly over the medium to longterm, what are the key investments and sort of launch initiatives we should be looking for from the outside in that are still part of the building blocks to accomplish sort of the announcement around Facebook shops and all the excitement about bringing more and more merchants and sellers on the p",4.0
Meta Platforms,2020,2,Strategic_Announcement,Unknown,"In March, we launched our Business Resource Hub to share free training and resources, and since then, over 20 million people have visited.",3.9273,OTHER,,"In March, we launched our Business Resource Hub to share free training and resources, and since then, over 20 million people have visited.",3.9273
Meta Platforms,2020,2,Strategic_Announcement,Unknown,"We then launched our Summer of Support program in June to share even more advice for businesses, whether or not they use our services.",3.9091,OTHER,,"We then launched our Summer of Support program in June to share even more advice for businesses, whether or not they use our services.",3.9091
Meta Platforms,2020,2,Strategic_Announcement,Unknown,"This is the type of customer acquisition that is only possible with personalized ads, and as a result, They saw a 24 times return on ad spend and a three times increase in these sales directly attributable to Facebook.",3.0,OTHER,,"This is the type of customer acquisition that is only possible with personalized ads, and as a result, They saw a 24 times return on ad spend and a three times increase in these sales directly attributable to Facebook.",3.0
Meta Platforms,2020,2,Strategic_Announcement,Unknown,"We recently launched the Business Nearby tool to help people find businesses in their neighborhoods, and we continue to develop shops to make selling online quick and easy.",3.0,OTHER,,"We recently launched the Business Nearby tool to help people find businesses in their neighborhoods, and we continue to develop shops to make selling online quick and easy.",3.0
Meta Platforms,2020,2,CEO_Quote,Unknown,"Economically, With the initial CARES Act stimulus ending here in the U.S., it's unclear what the economic outlook will be during this next period.",2.8636,CEO,CEO,"Economically, With the initial CARES Act stimulus ending here in the U.S., it's unclear what the economic outlook will be during this next period.",2.8636
Meta Platforms,2020,3,CFO_Financial_Detail,Unknown,"Considering that online commerce is our largest ad vertical, a change in this trend could serve as a headwind to our 2021 ad revenue growth.",5.6364,CFO,CFO,"Considering that online commerce is our largest ad vertical, a change in this trend could serve as a headwind to our 2021 ad revenue growth.",5.6364
Meta Platforms,2020,3,Strategic_Announcement,Unknown,"You know, we just launched our cloud initiative, which plugs into both the Facebook gaming work that we're doing and the ads work that we do around helping game companies get new customers.",4.0,CEO,CEO,"You know, we just launched our cloud initiative, which plugs into both the Facebook gaming work that we're doing and the ads work that we do around helping game companies get new customers.",4.0
Meta Platforms,2020,3,Strategic_Announcement,Unknown,"And in the meantime, we are partnering with Luxottica, the maker of Ray-Ban and Oakley, to build our first smart glasses, which will launch sometime next year.",3.0,CEO,CEO,"And in the meantime, we are partnering with Luxottica, the maker of Ray-Ban and Oakley, to build our first smart glasses, which will launch sometime next year.",3.0
Meta Platforms,2020,3,Strategic_Announcement,Unknown,"We launched this very quickly in Q2 and we're seeing, you know, it's early but we're really pleased with the progress.",2.8364,OTHER,,"We launched this very quickly in Q2 and we're seeing, you know, it's early but we're really pleased with the progress.",2.8364
Meta Platforms,2020,3,CEO_Quote,Unknown,We're going to have to stand up strongly for our vision of an Internet where every individual can have access to free services and every small business can have access to the same kinds of tools to grow and create jobs that the big companies have.,2.6,CEO,CEO,We're going to have to stand up strongly for our vision of an Internet where every individual can have access to free services and every small business can have access to the same kinds of tools to grow and create jobs that the big companies have.,2.6
Meta Platforms,2020,3,Strategic_Announcement,Unknown,"In Q3, we announced that our 17th data center will be in Gallatin, Tennessee, and will be 100% supported by renewable energy.",1.8682,CFO,CFO,"In Q3, we announced that our 17th data center will be in Gallatin, Tennessee, and will be 100% supported by renewable energy.",1.8682
Meta Platforms,2020,3,Strategic_Announcement,Unknown,"In WhatsApp, we just announced how we're going to make it easier for people to buy products directly within a chat.",1.8227,CEO,CEO,"In WhatsApp, we just announced how we're going to make it easier for people to buy products directly within a chat.",1.8227
Meta Platforms,2020,3,CEO_Quote,Unknown,I am grateful to everyone at Facebook and all of our partners who are working to make this vision a reality.,1.6909,CEO,CEO,I am grateful to everyone at Facebook and all of our partners who are working to make this vision a reality.,1.6909
Meta Platforms,2021,1,Strategic_Announcement,Unknown,"And we have a team internally that's focused on both first party, I guess it's all, first party, second party, and third party content, and making partnerships with studios.",3.0,CEO,CEO,"And we have a team internally that's focused on both first party, I guess it's all, first party, second party, and third party content, and making partnerships with studios.",3.0
Meta Platforms,2021,4,Strategic_Announcement,Unknown,"In November, they launched exclusively on Instagram for 24 hours and hosted a live shopping event, a conversation between John Mayer and Laundress co-founder Lindsay Julia Boyd, where people could buy the new products as they talked about them live.",3.0,OTHER,,"In November, they launched exclusively on Instagram for 24 hours and hosted a live shopping event, a conversation between John Mayer and Laundress co-founder Lindsay Julia Boyd, where people could buy the new products as they talked about them live.",3.0
Meta Platforms,2022,1,Strategic_Announcement,Unknown,And we've recently introduced a faster and easier way for SMBs to integrate with it called the Conversions API Gateway.,1.8409,OTHER,,And we've recently introduced a faster and easier way for SMBs to integrate with it called the Conversions API Gateway.,1.8409
Meta Platforms,2022,3,CFO_Financial_Detail,Unknown,"And on the cost of revenue side, we expect the growth rate of cost of revenue to accelerate in 2023 driven by the increased appreciation that we're seeing play through from the big CapEx investments that we've made so far, and then as well as from Reality Labs with the launch of the next generation of the ConsumerQuest headset later next year.",9.8,CFO,CFO,"And on the cost of revenue side, we expect the growth rate of cost of revenue to accelerate in 2023 driven by the increased appreciation that we're seeing play through from the big CapEx investments that we've made so far, and then as well as from Reality Labs with the launch of the next generation of the ConsumerQuest headset later next year.",9.8
Meta Platforms,2022,3,Strategic_Announcement,Unknown,"And on the cost of revenue side, we expect the growth rate of cost of revenue to accelerate in 2023 driven by the increased appreciation that we're seeing play through from the big CapEx investments that we've made so far, and then as well as from Reality Labs with the launch of the next generation of the ConsumerQuest headset later next year.",8.7,CFO,CFO,"And on the cost of revenue side, we expect the growth rate of cost of revenue to accelerate in 2023 driven by the increased appreciation that we're seeing play through from the big CapEx investments that we've made so far, and then as well as from Reality Labs with the launch of the next generation of the ConsumerQuest headset later next year.",8.7
Meta Platforms,2022,3,CFO_Financial_Detail,Unknown,"On the OPEX side, the growth in 2023 OPEX is primarily driven by headcount related costs from employees that we've already hired through 2022 and those hires have primarily been concentrated in technical and more senior roles.",5.1,CFO,CFO,"On the OPEX side, the growth in 2023 OPEX is primarily driven by headcount related costs from employees that we've already hired through 2022 and those hires have primarily been concentrated in technical and more senior roles.",5.1
Meta Platforms,2022,3,CFO_Financial_Detail,Unknown,We also expect a little over half of our expense dollar growth in 2023 to come from OPEX with the rest coming from cost of revenue.,4.9955,CFO,CFO,We also expect a little over half of our expense dollar growth in 2023 to come from OPEX with the rest coming from cost of revenue.,4.9955
Meta Platforms,2022,3,Strategic_Announcement,Unknown,"I think that there's a number of different products and platforms that we're building where we think we're doing leading work that will become launching consumer products and then eventually mature products at different cadences, different periods of time over the next five to ten years.",4.0,CEO,CEO,"I think that there's a number of different products and platforms that we're building where we think we're doing leading work that will become launching consumer products and then eventually mature products at different cadences, different periods of time over the next five to ten years.",4.0
Meta Platforms,2022,4,CFO_Financial_Detail,Unknown,That's down from the prior $2 billion estimate that we gave in the last guidance range since a portion of the previously estimated charges were already recognized in Q4 2022.,5.1,CFO,CFO,That's down from the prior $2 billion estimate that we gave in the last guidance range since a portion of the previously estimated charges were already recognized in Q4 2022.,5.1
Meta Platforms,2023,1,Strategic_Announcement,Unknown,"Can you talk a little bit about what you might want to try to do either from a priority or an investment standpoint to be a driver of more open ended systems and AI compared to what we saw with web two and then maybe for Susan, you introduced the concept last quarter about revisiting your data center.",3.0,OTHER,,"Can you talk a little bit about what you might want to try to do either from a priority or an investment standpoint to be a driver of more open ended systems and AI compared to what we saw with web two and then maybe for Susan, you introduced the concept last quarter about revisiting your data center.",3.0
Meta Platforms,2023,2,CFO_Financial_Detail,Unknown,"In 2024 specifically, I think that'll be driven by a combination of both headcount related and operating costs related.",4.9409,CFO,CFO,"In 2024 specifically, I think that'll be driven by a combination of both headcount related and operating costs related.",4.9409
Meta Platforms,2023,3,Strategic_Announcement,Unknown,"We've actually introduced a number of others that are related to other dimensions of the ad creation experience that we expect will help improve our advertising performance, will help advertisers drive sales, especially over the holidays, and especially in the Advantage Plus shopping suite.",5.7,CFO,CFO,"We've actually introduced a number of others that are related to other dimensions of the ad creation experience that we expect will help improve our advertising performance, will help advertisers drive sales, especially over the holidays, and especially in the Advantage Plus shopping suite.",5.7
Meta Platforms,2023,3,CFO_Financial_Detail,Unknown,"We are not sharing any explicit expectations for Quest 3, either Q4, Reality Labs, revenue, unit sales, et cetera.",3.9182,CFO,CFO,"We are not sharing any explicit expectations for Quest 3, either Q4, Reality Labs, revenue, unit sales, et cetera.",3.9182
Meta Platforms,2023,3,Strategic_Announcement,Unknown,"We think early reviews have been great, and we're very excited to have a product out there that are going to introduce a lot of people to mixed reality experiences for the first time.",2.0,CFO,CFO,"We think early reviews have been great, and we're very excited to have a product out there that are going to introduce a lot of people to mixed reality experiences for the first time.",2.0
Meta Platforms,2023,4,CEO_Quote,Unknown,"and to improve our financial performance, primarily with the goal of providing stability so we can invest in these long-term ambitious visions around AI and metaverse over what we see as the coming decade or more as these things play out.",5.6,CEO,CEO,"and to improve our financial performance, primarily with the goal of providing stability so we can invest in these long-term ambitious visions around AI and metaverse over what we see as the coming decade or more as these things play out.",5.6
Meta Platforms,2024,1,CEO_Quote,Unknown,"Our outlook for that, I think, has improved quite a bit because previously we thought that that would need to wait until we had these full holographic displays to be a large market.",5.6,CEO,CEO,"Our outlook for that, I think, has improved quite a bit because previously we thought that that would need to wait until we had these full holographic displays to be a large market.",5.6
Meta Platforms,2024,1,Strategic_Announcement,Unknown,"And now we're a lot more focused on the glasses that we're delivering in partnership with Ray-Ban, which I think are...",2.8409,CEO,CEO,"And now we're a lot more focused on the glasses that we're delivering in partnership with Ray-Ban, which I think are...",2.8409
Meta Platforms,2024,2,CFO_Financial_Detail,Unknown,Our guidance assumes foreign currency is a 2% headwind to year-over-year total revenue growth based on current exchange rates.,6.5727,CFO,CFO,Our guidance assumes foreign currency is a 2% headwind to year-over-year total revenue growth based on current exchange rates.,6.5727
Meta Platforms,2024,2,CFO_Financial_Detail,Unknown,Susan Lee Chief Financial Officer We expect third quarter 2024 total revenue to be in the range of $38.5 to $41 billion.,4.9455,CFO,CFO,Susan Lee Chief Financial Officer We expect third quarter 2024 total revenue to be in the range of $38.5 to $41 billion.,4.9455
Meta Platforms,2024,2,CEO_Quote,Unknown,And that's why we don't feel like we need to necessarily build a cloud and sell it directly in order for it to be a really positive business strategy for us.,2.9,CEO,CEO,And that's why we don't feel like we need to necessarily build a cloud and sell it directly in order for it to be a really positive business strategy for us.,2.9
Meta Platforms,2024,3,Strategic_Announcement,Unknown,"We also launched teen accounts this quarter, which add built-in protections that limit who teens are messaging and what content they can see.",3.9409,CEO,CEO,"We also launched teen accounts this quarter, which add built-in protections that limit who teens are messaging and what content they can see.",3.9409
Meta Platforms,2024,3,CEO_Quote,Unknown,Mark Zuckerberg CEO This was a good quarter with strong product and business momentum and with parts of our long-term vision around AI and the future of computing coming into sharper focus.,3.6,CEO,CEO,Mark Zuckerberg CEO This was a good quarter with strong product and business momentum and with parts of our long-term vision around AI and the future of computing coming into sharper focus.,3.6
Meta Platforms,2024,3,Strategic_Announcement,Unknown,We've deepened our partnership with Essilor Luxottica to build future generations of smart eyewear that deliver both cutting-edge technology and style.,2.9864,CEO,CEO,We've deepened our partnership with Essilor Luxottica to build future generations of smart eyewear that deliver both cutting-edge technology and style.,2.9864
Meta Platforms,2024,3,CEO_Quote,Unknown,"Or on the business side, we do want to continue making progress on this vision of making it so that any small business or any business over time can, with a few clicks, stand up an AI agent that can help do customer service and sell things to all of their customers around the world.",2.9,CEO,CEO,"Or on the business side, we do want to continue making progress on this vision of making it so that any small business or any business over time can, with a few clicks, stand up an AI agent that can help do customer service and sell things to all of their customers around the world.",2.9
Meta Platforms,2024,3,CEO_Quote,Unknown,And I think that this partially comes from having a vision and roadmap that is aligned with the direction that technology is heading.,2.8045,CEO,CEO,And I think that this partially comes from having a vision and roadmap that is aligned with the direction that technology is heading.,2.8045
Meta Platforms,2024,3,Strategic_Announcement,Unknown,"Maybe you can just talk more about some of that functionality over time as agents are introduced, just how you really expect huge cases to expand beyond just longer and more complex queries.",2.0,OTHER,,"Maybe you can just talk more about some of that functionality over time as agents are introduced, just how you really expect huge cases to expand beyond just longer and more complex queries.",2.0
Meta Platforms,2024,4,Strategic_Announcement,Unknown,So I think that there's been a lot of people who have read this announcement as if we somehow don't care about adding context to things that are on our platform that are misinformation.,3.0,CEO,CEO,So I think that there's been a lot of people who have read this announcement as if we somehow don't care about adding context to things that are on our platform that are misinformation.,3.0
Meta Platforms,2025,3,Strategic_Announcement,Unknown,"And I think what we haven't really seen as much in the history of the technology industry is the rate of new capabilities being introduced because around each of these capabilities, you can build many new products that I think each will turn into interesting businesses.",2.0,CEO,CEO,"And I think what we haven't really seen as much in the history of the technology industry is the rate of new capabilities being introduced because around each of these capabilities, you can build many new products that I think each will turn into interesting businesses.",2.0
Meta Platforms,2025,4,CFO_Financial_Detail,Unknown,"So to give some context on that, we are going into 2026 with strong revenue growth at the start.",4.5364,CFO,CFO,"So to give some context on that, we are going into 2026 with strong revenue growth at the start.",4.5364
Microsoft,2019,3,CFO_Financial_Detail,Unknown,"The fundamental driver is when I look forward into the next year, I expect each service, just like it did this year, to really see gross margin improvement, whether that services LinkedIn or Dynamics or Office 365, Azure Per User or Azure IaaS and PaaS.",4.8,CFO,CFO,"The fundamental driver is when I look forward into the next year, I expect each service, just like it did this year, to really see gross margin improvement, whether that services LinkedIn or Dynamics or Office 365, Azure Per User or Azure IaaS and PaaS.",4.8
Microsoft,2021,2,Strategic_Announcement,Unknown,"Obviously, you had a very strong quarter, but we also saw a few months ago the launch of Xbox Game Pass Ultimate, or the xCloud as we knew it.",4.6455,OTHER,,"Obviously, you had a very strong quarter, but we also saw a few months ago the launch of Xbox Game Pass Ultimate, or the xCloud as we knew it.",4.6455
Microsoft,2022,1,Strategic_Announcement,Unknown,"Then with the Industry Cloud, we add value on top of that, which is specific, whether it's in retail, whether it's manufacturing, obviously in healthcare, and our pending Nuance acquisition will even add further to that.",4.0,CEO,CEO,"Then with the Industry Cloud, we add value on top of that, which is specific, whether it's in retail, whether it's manufacturing, obviously in healthcare, and our pending Nuance acquisition will even add further to that.",4.0
Microsoft,2022,3,Strategic_Announcement,Unknown,Satya Nadella Chairman and Chief Executive Officer perfect um so i i think on the commercial side uh i think it's well understood is that windows is the socket for microsoft 365 we have tremendous value amy referenced this earlier uh in fact we just launched windows 11 um and uh pro value with windows 365 that's resonating super well the customer sat adoption rates uh when it comes whether it's security whether it's ,5.0,CEO,CEO,Satya Nadella Chairman and Chief Executive Officer perfect um so i i think on the commercial side uh i think it's well understood is that windows is the socket for microsoft 365 we have tremendous value amy referenced this earlier uh in fact we just launched windows 11 um and uh pro value with windows 365 that's resonating super well the customer sat adoption rates uh when it comes whether it's security whether it's ,5.0
Microsoft,2023,3,Strategic_Announcement,Unknown,"I think it really illustrates Microsoft's advantages and a lot of these technology innovations that you guys have been talking about I wanted to ask you a question that I get probably more often than anything else, and one that I frankly don't have a good answer to, and that's around the OpenAI partnership, and particularly the accounting for that partnership.",5.0,OTHER,,"I think it really illustrates Microsoft's advantages and a lot of these technology innovations that you guys have been talking about I wanted to ask you a question that I get probably more often than anything else, and one that I frankly don't have a good answer to, and that's around the OpenAI partnership, and particularly the accounting for that partnership.",5.0
Microsoft,2024,1,CFO_Financial_Detail,Unknown,"On our core business, the core Azure business, the core Office 365, M365 business, Dynamics business, they continue to deliver gross margin year-over-year improvements in the core.",4.8,CFO,CFO,"On our core business, the core Azure business, the core Office 365, M365 business, Dynamics business, they continue to deliver gross margin year-over-year improvements in the core.",4.8
Microsoft,2025,1,Strategic_Announcement,Unknown,"So you can use even, that's the announcement we made a couple of weeks ago, is you can even use Copilot Studio to build autonomous agents.",2.9273,CEO,CEO,"So you can use even, that's the announcement we made a couple of weeks ago, is you can even use Copilot Studio to build autonomous agents.",2.9273
Microsoft,2025,2,Strategic_Announcement,Unknown,"I mean, just not the software optimizations that come because of what DeepSeq has done, but all the work we have done to, for example, reduce the prices of GPT models, you know, over the years in partnership with OpenAI.",4.0,CEO,CEO,"I mean, just not the software optimizations that come because of what DeepSeq has done, but all the work we have done to, for example, reduce the prices of GPT models, you know, over the years in partnership with OpenAI.",4.0
Microsoft,2025,2,Strategic_Announcement,Unknown,"Key to driving, right, one of the key things to note in AI is you just don't launch the frontier model.",3.7682,CEO,CEO,"Key to driving, right, one of the key things to note in AI is you just don't launch the frontier model.",3.7682
Microsoft,2025,2,Strategic_Announcement,Unknown,and obviously their success is our success because of even all the other commercial arrangements that we detailed out in the blog that we put out even commensurate with that announcement.,3.0,CEO,CEO,and obviously their success is our success because of even all the other commercial arrangements that we detailed out in the blog that we put out even commensurate with that announcement.,3.0
Netflix,2018,4,Strategic_Announcement,Unknown,Greg Peters Chief Product Officer platform awareness and distribution in 2019 and beyond and how you think about the the scalability for more of those partnerships when you look out over the over the next couple years sure and i you know i think uh someone's been here for you know a decade plus it's it's sort of pulling that long thread of um increasingly using um partners in different ways to um promote the service ,4.0,OTHER,,Greg Peters Chief Product Officer platform awareness and distribution in 2019 and beyond and how you think about the the scalability for more of those partnerships when you look out over the over the next couple years sure and i you know i think uh someone's been here for you know a decade plus it's it's sort of pulling that long thread of um increasingly using um partners in different ways to um promote the service ,4.0
Netflix,2018,4,Strategic_Announcement,Unknown,"2018, which we talked about in the last interview and has been a topic through the year, was a year you framed as a company of testing and learning on the marketing front, possibly pivoting away from pure subscriber acquisition, pivoting more towards spending money on the marketing side against your brand, individual pieces of content.",3.0,OTHER,,"2018, which we talked about in the last interview and has been a topic through the year, was a year you framed as a company of testing and learning on the marketing front, possibly pivoting away from pure subscriber acquisition, pivoting more towards spending money on the marketing side against your brand, individual pieces of content.",3.0
Netflix,2018,4,Strategic_Announcement,Unknown,"But also worth noting that, you know, we're going to grow that segment of the business, but it's small in terms of acquisition impact.",1.9091,OTHER,,"But also worth noting that, you know, we're going to grow that segment of the business, but it's small in terms of acquisition impact.",1.9091
Netflix,2019,3,Strategic_Announcement,Unknown,"But I think, you know, we've got no big plans to announce at this point in time in terms of doing something differently there.",1.8727,OTHER,,"But I think, you know, we've got no big plans to announce at this point in time in terms of doing something differently there.",1.8727
Netflix,2019,4,Strategic_Announcement,Unknown,Our ability to launch new brands and sustain brands over multiple seasons or multiple sequels at a very high volume from all over the world has been unparalleled.,4.0,OTHER,,Our ability to launch new brands and sustain brands over multiple seasons or multiple sequels at a very high volume from all over the world has been unparalleled.,4.0
Netflix,2019,4,Strategic_Announcement,Unknown,Ted Sarandos Chief Content Officer It draws down by a variety of people because they were so broadly distributed prior to the launch.,3.9045,OTHER,,Ted Sarandos Chief Content Officer It draws down by a variety of people because they were so broadly distributed prior to the launch.,3.9045
Netflix,2019,4,Strategic_Announcement,Unknown,"We do have some more expanded international rollout, particularly Disney talked about or announced a broader European rollout at the end of the first quarter.",3.0,OTHER,,"We do have some more expanded international rollout, particularly Disney talked about or announced a broader European rollout at the end of the first quarter.",3.0
Netflix,2019,4,Strategic_Announcement,Unknown,"Clearly within the U.S., a more mature market, and that's where the products were primarily focused in the fourth quarter, their launches.",2.9273,OTHER,,"Clearly within the U.S., a more mature market, and that's where the products were primarily focused in the fourth quarter, their launches.",2.9273
Netflix,2020,1,Strategic_Announcement,Unknown,"And then secondly, Disney Plus did launch in the market in their partnership with Hotstar, clearly gave them a great advantage in ramping the business.",4.9864,OTHER,,"And then secondly, Disney Plus did launch in the market in their partnership with Hotstar, clearly gave them a great advantage in ramping the business.",4.9864
Netflix,2020,3,Strategic_Announcement,Unknown,"On the Google Play Store specifically, I won't comment on the details of any given partnership, but you can look at our position on iOS where for quite some time, we've been signing up new members on those devices through the mobile browser using our own payment method.",4.0,OTHER,,"On the Google Play Store specifically, I won't comment on the details of any given partnership, but you can look at our position on iOS where for quite some time, we've been signing up new members on those devices through the mobile browser using our own payment method.",4.0
Netflix,2020,4,Strategic_Announcement,Unknown,"The partnerships we have that make the service more accessible and more immediate, easier for members to find out and sign up.",2.8727,OTHER,,"The partnerships we have that make the service more accessible and more immediate, easier for members to find out and sign up.",2.8727
Netflix,2021,2,CFO_Financial_Detail,Unknown,"And when we're growing revenue by 19%, it's not that hard to grow 300 basis points of margin.",4.8227,CFO,CFO,"And when we're growing revenue by 19%, it's not that hard to grow 300 basis points of margin.",4.8227
Netflix,2021,2,CFO_Financial_Detail,Unknown,"If we had decided on 200 or 400, you know, we'd be marginally different today.",4.7545,CFO,CFO,"If we had decided on 200 or 400, you know, we'd be marginally different today.",4.7545
Netflix,2021,3,Strategic_Announcement,Unknown,"So, you know, we look at is are we continuing to grow in a healthy way, driving acquisition, retention, more viewing, delivering more joy to our members?",1.9955,CFO,CFO,"So, you know, we look at is are we continuing to grow in a healthy way, driving acquisition, retention, more viewing, delivering more joy to our members?",1.9955
Netflix,2021,4,Strategic_Announcement,Unknown,"M&A is a tactic to accelerate our strategy, whether it's to accelerate our content capabilities and capacity or just acquisition of IP like dial across film, TV, and games, as you've seen.",3.7,OTHER,,"M&A is a tactic to accelerate our strategy, whether it's to accelerate our content capabilities and capacity or just acquisition of IP like dial across film, TV, and games, as you've seen.",3.7
Netflix,2021,4,Strategic_Announcement,Unknown,Mostly we're listening to our members and sort of iteratively doing this walk where the metrics that we see in terms of engagement and churn and acquisition and those kinds of things are really our signal that we've done a good job at sort of creating this more value and it's the right time to ask for a little bit more to keep that going.,3.0,CFO,CFO,Mostly we're listening to our members and sort of iteratively doing this walk where the metrics that we see in terms of engagement and churn and acquisition and those kinds of things are really our signal that we've done a good job at sort of creating this more value and it's the right time to ask for a little bit more to keep that going.,3.0
Netflix,2021,4,Strategic_Announcement,Unknown,"In Q1 of this year, it happens to be our largest country, as we announced last week, and actually our largest region with Canada as well.",2.9227,OTHER,,"In Q1 of this year, it happens to be our largest country, as we announced last week, and actually our largest region with Canada as well.",2.9227
Netflix,2021,4,Strategic_Announcement,Unknown,"healthy viewing and engagement with viewing up and acquisition just growing, but a bit slower than pre-COVID levels, just hasn't fully recovered.",1.9591,OTHER,,"healthy viewing and engagement with viewing up and acquisition just growing, but a bit slower than pre-COVID levels, just hasn't fully recovered.",1.9591
Netflix,2022,1,Strategic_Announcement,Unknown,"What are the ways that you can influence acquisition, you know, beyond account sharing, which we talked about, and then beyond, of course, just creating great content?",2.0,OTHER,,"What are the ways that you can influence acquisition, you know, beyond account sharing, which we talked about, and then beyond, of course, just creating great content?",2.0
Netflix,2022,1,Strategic_Announcement,Unknown,"And so bottom line, we think about games and delivering value to members and reflecting that back into the business through both acquisition.",1.9409,CFO,CFO,"And so bottom line, we think about games and delivering value to members and reflecting that back into the business through both acquisition.",1.9409
Netflix,2022,2,Strategic_Announcement,Unknown,"I'm not sure what I'll get, but Microsoft, look, is the deal, can this be broader and can it be a more strategic partnership beyond advertising?",4.9545,OTHER,,"I'm not sure what I'll get, but Microsoft, look, is the deal, can this be broader and can it be a more strategic partnership beyond advertising?",4.9545
Netflix,2023,2,Strategic_Announcement,Unknown,"And just as we evolved from a single plan years ago and have adjusted our offering over time, this latest move reflects what we think will best achieve those goals in the countries that we launched it in, U.S., U.K., and Canada.",4.0,CFO,CFO,"And just as we evolved from a single plan years ago and have adjusted our offering over time, this latest move reflects what we think will best achieve those goals in the countries that we launched it in, U.S., U.K., and Canada.",4.0
Netflix,2023,3,CFO_Financial_Detail,Unknown,"After investing heavily to launch Global in 2016, Global Netflix, we wanted to take a disciplined approach to building profitability as as we grew revenue because we felt one, it was a good way to build that profit muscle across the company.",6.1,CFO,CFO,"After investing heavily to launch Global in 2016, Global Netflix, we wanted to take a disciplined approach to building profitability as as we grew revenue because we felt one, it was a good way to build that profit muscle across the company.",6.1
Netflix,2023,3,Strategic_Announcement,Unknown,"After investing heavily to launch Global in 2016, Global Netflix, we wanted to take a disciplined approach to building profitability as as we grew revenue because we felt one, it was a good way to build that profit muscle across the company.",5.0,CFO,CFO,"After investing heavily to launch Global in 2016, Global Netflix, we wanted to take a disciplined approach to building profitability as as we grew revenue because we felt one, it was a good way to build that profit muscle across the company.",5.0
Netflix,2023,3,CFO_Financial_Detail,Unknown,"We expect roughly 22% to 23% operating margin in 2024, assuming no material swings in FX.",4.8045,CFO,CFO,"We expect roughly 22% to 23% operating margin in 2024, assuming no material swings in FX.",4.8045
Netflix,2023,3,CFO_Financial_Detail,Unknown,"And so that took us from, you know, was like, you know, 4% OI margin of operating income margin business in 2016 to our current roughly 20% margin.",4.0682,CFO,CFO,"And so that took us from, you know, was like, you know, 4% OI margin of operating income margin business in 2016 to our current roughly 20% margin.",4.0682
Netflix,2024,1,CFO_Financial_Detail,Unknown,"21% margins last year, that's up from 18% in the year before and now We're targeting 25% this year, which is up a tick from the start of the year when we were guiding to 24%.",4.1,CFO,CFO,"21% margins last year, that's up from 18% in the year before and now We're targeting 25% this year, which is up a tick from the start of the year when we were guiding to 24%.",4.1
Netflix,2024,4,CFO_Financial_Detail,Unknown,You heard from Greg that we're only capturing about 6% of our estimated revenue market.,3.7955,CFO,CFO,You heard from Greg that we're only capturing about 6% of our estimated revenue market.,3.7955
Paramount Global,2019,1,Strategic_Announcement,Unknown,"Since CBS Interactive delivers premium video content with the data targeting of digital, our AVOD channels were launched to meet the growing demand among advertisers for premium video inventory.",6.0,CEO,CEO,"Since CBS Interactive delivers premium video content with the data targeting of digital, our AVOD channels were launched to meet the growing demand among advertisers for premium video inventory.",6.0
Paramount Global,2019,1,CEO_Quote,Unknown,"And from a revenue perspective, we have one of the largest direct sales divisions on the Internet, selling the most in-demand inventory online, premium, addressable video.",4.9,CEO,CEO,"And from a revenue perspective, we have one of the largest direct sales divisions on the Internet, selling the most in-demand inventory online, premium, addressable video.",4.9
Paramount Global,2019,1,CFO_Financial_Detail,Unknown,"When you look at cable networks for the first quarter with the licensing revenue variation for Dexter not being there in 19, and then the greater programming investment in Q1, we are going to expect to see that the trends will normalize and be solid over the course of the year.",4.1,CFO,CFO,"When you look at cable networks for the first quarter with the licensing revenue variation for Dexter not being there in 19, and then the greater programming investment in Q1, we are going to expect to see that the trends will normalize and be solid over the course of the year.",4.1
Paramount Global,2019,1,Strategic_Announcement,Unknown,"And so we launched CBS All Access in October 2014 to serve our super fans with roughly 5,000 episodes from past and present broadcast seasons, a portion of our library, and live feeds of our owned and operated stations.",4.0,CEO,CEO,"And so we launched CBS All Access in October 2014 to serve our super fans with roughly 5,000 episodes from past and present broadcast seasons, a portion of our library, and live feeds of our owned and operated stations.",4.0
Paramount Global,2019,1,Strategic_Announcement,Unknown,"While CBS was an early innovator in SVOD, we have also been ahead of the game in AVOD, starting with the 2014 launch of CBSN, the first 24-7 OTT news channel, followed by the 2018 launches of CBS Sports HQ, ET Live, and CBSN New York.",4.0,CEO,CEO,"While CBS was an early innovator in SVOD, we have also been ahead of the game in AVOD, starting with the 2014 launch of CBSN, the first 24-7 OTT news channel, followed by the 2018 launches of CBS Sports HQ, ET Live, and CBSN New York.",4.0
